Номер отсчёта;Время, с;Напряжение 2_19.06_lmax-1, В
4943;-1,12;0,0264
4944;-1,1;0,0288
4945;-1,08;0,0276
4946;-1,06;0,0292
4947;-1,04;0,028
4948;-1,02;0,028
4949;-1;0,0276
4950;-0,98;0,0248
4951;-0,96;0,028
4952;-0,94;0,0264
4953;-0,92;0,0264
4954;-0,9;0,026
4955;-0,88;0,0276
4956;-0,86;0,0276
4957;-0,84;0,0276
4958;-0,82;0,028
4959;-0,8;0,0272
4960;-0,78;0,028
4961;-0,76;0,0272
4962;-0,74;0,0272
4963;-0,72;0,0264
4964;-0,7;0,0276
4965;-0,68;0,0272
4966;-0,66;0,026
4967;-0,64;0,0276
4968;-0,62;0,0276
4969;-0,6;0,0272
4970;-0,58;0,0272
4971;-0,56;0,0272
4972;-0,54;0,0264
4973;-0,52;0,0288
4974;-0,5;0,028
4975;-0,48;0,0288
4976;-0,46;0,0288
4977;-0,44;0,028
4978;-0,42;0,0288
4979;-0,4;0,028
4980;-0,38;0,028
4981;-0,36;0,028
4982;-0,34;0,028
4983;-0,32;0,028
4984;-0,3;0,0276
4985;-0,28;0,028
4986;-0,26;0,0276
4987;-0,24;0,028
4988;-0,22;0,028
4989;-0,2;0,028
4990;-0,18;0,0276
4991;-0,16;0,028
4992;-0,14;0,028
4993;-0,12;0,0288
4994;-0,1;0,0288
4995;-0,08;0,028
4996;-0,06;0,028
4997;-0,04;0,0288
4998;-0,02;0,0288
4999;0;0,0276
5000;0,02;0,0288
5001;0,04;0,028
5002;0,06;0,028
5003;0,08;0,0288
5004;0,1;0,028
5005;0,12;0,028
5006;0,14;0,0288
5007;0,16;0,0276
5008;0,18;0,0292
5009;0,2;0,028
5010;0,22;0,028
5011;0,24;0,0288
5012;0,26;0,0296
5013;0,28;0,0296
5014;0,3;0,0304
5015;0,32;0,0292
5016;0,34;0,0292
5017;0,36;0,0288
5018;0,38;0,0292
5019;0,4;0,0292
5020;0,42;0,0296
5021;0,44;0,0276
5022;0,46;0,0292
5023;0,48;0,0276
5024;0,5;0,0292
5025;0,52;0,028
5026;0,54;0,028
5027;0,56;0,0288
5028;0,58;0,026
5029;0,6;0,0276
5030;0,62;0,0304
5031;0,64;0,0288
5032;0,66;0,0292
5033;0,68;0,0296
5034;0,7;0,0288
5035;0,72;0,0276
5036;0,74;0,0264
5037;0,76;0,0264
5038;0,78;0,0276
5039;0,8;0,0276
5040;0,82;0,028
5041;0,84;0,028
5042;0,86;0,028
5043;0,88;0,028
5044;0,9;0,0276
5045;0,92;0,0276
5046;0,94;0,0288
5047;0,96;0,0288
5048;0,98;0,028
5049;1;0,0276
5050;1,02;0,0264
5051;1,04;0,0276
5052;1,06;0,0276
5053;1,08;0,028
5054;1,1;0,0276
5055;1,12;0,028
5056;1,14;0,028
5057;1,16;0,0296
5058;1,18;0,0276
5059;1,2;0,0276
5060;1,22;0,0276
5061;1,24;0,028
5062;1,26;0,0288
5063;1,28;0,028
5064;1,3;0,0272
5065;1,32;0,028
5066;1,34;0,028
5067;1,36;0,0272
5068;1,38;0,028
5069;1,4;0,028
5070;1,42;0,028
5071;1,44;0,0276
5072;1,46;0,0264
5073;1,48;0,028
5074;1,5;0,0276
5075;1,52;0,028
5076;1,54;0,0288
5077;1,56;0,0288
5078;1,58;0,028
5079;1,6;0,0272
5080;1,62;0,0288
5081;1,64;0,028
5082;1,66;0,028
5083;1,68;0,0288
5084;1,7;0,028
5085;1,72;0,028
5086;1,74;0,028
5087;1,76;0,028
5088;1,78;0,028
5089;1,8;0,028
5090;1,82;0,028
5091;1,84;0,0288
5092;1,86;0,0276
5093;1,88;0,0276
5094;1,9;0,028
5095;1,92;0,0276
5096;1,94;0,0256
5097;1,96;0,024
5098;1,98;0,0264
5099;2;0,0272
5100;2,02;0,0276
5101;2,04;0,0288
5102;2,06;0,028
5103;2,08;0,028
5104;2,1;0,0276
5105;2,12;0,028
5106;2,14;0,0264
5107;2,16;0,0276
5108;2,18;0,0272
5109;2,2;0,0272
5110;2,22;0,0264
5111;2,24;0,0272
5112;2,26;0,028
5113;2,28;0,028
5114;2,3;0,028
5115;2,32;0,0276
5116;2,34;0,0276
5117;2,36;0,0276
5118;2,38;0,0272
5119;2,4;0,0288
5120;2,42;0,0264
5121;2,44;0,0288
5122;2,46;0,0276
5123;2,48;0,0276
5124;2,5;0,0276
5125;2,52;0,0276
5126;2,54;0,0276
5127;2,56;0,0276
5128;2,58;0,0272
5129;2,6;0,0256
5130;2,62;0,0276
5131;2,64;0,0276
5132;2,66;0,0276
5133;2,68;0,028
5134;2,7;0,0276
5135;2,72;0,0276
5136;2,74;0,028
5137;2,76;0,028
5138;2,78;0,0276
5139;2,8;0,0276
5140;2,82;0,0272
5141;2,84;0,0276
5142;2,86;0,028
5143;2,88;0,0276
5144;2,9;0,0276
5145;2,92;0,0264
5146;2,94;0,0272
5147;2,96;0,0276
5148;2,98;0,0276
5149;3;0,028
5150;3,02;0,0272
5151;3,04;0,028
5152;3,06;0,0272
5153;3,08;0,0276
5154;3,1;0,0264
5155;3,12;0,0244
5156;3,14;0,0256
5157;3,16;0,0272
5158;3,18;0,0276
5159;3,2;0,0264
5160;3,22;0,028
5161;3,24;0,0288
5162;3,26;0,0292
5163;3,28;0,0288
5164;3,3;0,0292
5165;3,32;0,028
5166;3,34;0,028
5167;3,36;0,028
5168;3,38;0,0288
5169;3,4;0,028
5170;3,42;0,0264
5171;3,44;0,0272
5172;3,46;0,0272
5173;3,48;0,0272
5174;3,5;0,028
5175;3,52;0,0276
5176;3,54;0,0264
5177;3,56;0,0272
5178;3,58;0,0264
5179;3,6;0,0288
5180;3,62;0,0276
5181;3,64;0,0228
5182;3,66;0,0208
5183;3,68;0,0264
5184;3,7;0,0272
5185;3,72;0,0292
5186;3,74;0,028
5187;3,76;0,0276
5188;3,78;0,028
5189;3,8;0,024
5190;3,82;0,0288
5191;3,84;0,0256
5192;3,86;0,0288
5193;3,88;0,028
5194;3,9;0,028
5195;3,92;0,028
5196;3,94;0,0276
5197;3,96;0,0288
5198;3,98;0,0292
5199;4;0,0276
5200;4,02;0,0288
5201;4,04;0,0288
5202;4,06;0,028
5203;4,08;0,028
5204;4,1;0,028
5205;4,12;0,0276
5206;4,14;0,0288
5207;4,16;0,028
5208;4,18;0,028
5209;4,2;0,0304
5210;4,22;0,028
5211;4,24;0,028
5212;4,26;0,028
5213;4,28;0,0248
5214;4,3;0,024
5215;4,32;0,026
5216;4,34;0,026
5217;4,36;0,0276
5218;4,38;0,024
5219;4,4;0,0276
5220;4,42;0,028
5221;4,44;0,028
5222;4,46;0,028
5223;4,48;0,028
5224;4,5;0,0264
5225;4,52;0,0272
5226;4,54;0,0272
5227;4,56;0,0272
5228;4,58;0,0288
5229;4,6;0,0276
5230;4,62;0,0276
5231;4,64;0,0276
5232;4,66;0,0288
5233;4,68;0,0276
5234;4,7;0,0276
5235;4,72;0,0272
5236;4,74;0,0272
5237;4,76;0,0272
5238;4,78;0,028
5239;4,8;0,0276
5240;4,82;0,028
5241;4,84;0,0276
5242;4,86;0,0276
5243;4,88;0,0276
5244;4,9;0,0264
5245;4,92;0,0272
5246;4,94;0,0276
5247;4,96;0,0272
5248;4,98;0,0276
5249;5;0,028
5250;5,02;0,028
5251;5,04;0,028
5252;5,06;0,028
5253;5,08;0,028
5254;5,1;0,0312
5255;5,12;0,0276
5256;5,14;0,0276
5257;5,16;0,0276
5258;5,18;0,028
5259;5,2;0,0276
5260;5,22;0,0272
5261;5,24;0,0272
5262;5,26;0,0264
5263;5,28;0,0272
5264;5,3;0,0276
5265;5,32;0,0276
5266;5,34;0,0304
5267;5,36;0,028
5268;5,38;0,0276
5269;5,4;0,0276
5270;5,42;0,028
5271;5,44;0,0276
5272;5,46;0,028
5273;5,48;0,028
5274;5,5;0,028
5275;5,52;0,0248
5276;5,54;0,028
5277;5,56;0,028
5278;5,58;0,0296
5279;5,6;0,0292
5280;5,62;0,0324
5281;5,64;0,0292
5282;5,66;0,0292
5283;5,68;0,0288
5284;5,7;0,0292
5285;5,72;0,0288
5286;5,74;0,0288
5287;5,76;0,0288
5288;5,78;0,0288
5289;5,8;0,028
5290;5,82;0,028
5291;5,84;0,0288
5292;5,86;0,028
5293;5,88;0,0276
5294;5,9;0,0272
5295;5,92;0,0272
5296;5,94;0,0256
5297;5,96;0,026
5298;5,98;0,0256
5299;6;0,0272
5300;6,02;0,0272
5301;6,04;0,028
5302;6,06;0,028
5303;6,08;0,0288
5304;6,1;0,0276
5305;6,12;0,028
5306;6,14;0,0276
5307;6,16;0,0276
5308;6,18;0,028
5309;6,2;0,028
5310;6,22;0,0272
5311;6,24;0,028
5312;6,26;0,028
5313;6,28;0,028
5314;6,3;0,0276
5315;6,32;0,0276
5316;6,34;0,0264
5317;6,36;0,0264
5318;6,38;0,0272
5319;6,4;0,0276
5320;6,42;0,0264
5321;6,44;0,028
5322;6,46;0,0264
5323;6,48;0,0272
5324;6,5;0,0272
5325;6,52;0,028
5326;6,54;0,0276
5327;6,56;0,0276
5328;6,58;0,0272
5329;6,6;0,0304
5330;6,62;0,0276
5331;6,64;0,028
5332;6,66;0,0292
5333;6,68;0,0288
5334;6,7;0,0292
5335;6,72;0,028
5336;6,74;0,0276
5337;6,76;0,0264
5338;6,78;0,0232
5339;6,8;0,024
5340;6,82;0,0256
5341;6,84;0,0272
5342;6,86;0,0272
5343;6,88;0,0272
5344;6,9;0,028
5345;6,92;0,0272
5346;6,94;0,028
5347;6,96;0,0276
5348;6,98;0,028
5349;7;0,0276
5350;7,02;0,0276
5351;7,04;0,0264
5352;7,06;0,028
5353;7,08;0,0276
5354;7,1;0,0276
5355;7,12;0,0276
5356;7,14;0,0272
5357;7,16;0,0276
5358;7,18;0,0264
5359;7,2;0,026
5360;7,22;0,0264
5361;7,24;0,0272
5362;7,26;0,0276
5363;7,28;0,028
5364;7,3;0,0276
5365;7,32;0,028
5366;7,34;0,028
5367;7,36;0,028
5368;7,38;0,0264
5369;7,4;0,0276
5370;7,42;0,0272
5371;7,44;0,0276
5372;7,46;0,0276
5373;7,48;0,028
5374;7,5;0,0276
5375;7,52;0,028
5376;7,54;0,0276
5377;7,56;0,0276
5378;7,58;0,0272
5379;7,6;0,0276
5380;7,62;0,026
5381;7,64;0,0272
5382;7,66;0,0248
5383;7,68;0,0248
5384;7,7;0,028
5385;7,72;0,0288
5386;7,74;0,028
5387;7,76;0,0272
5388;7,78;0,0276
5389;7,8;0,0292
5390;7,82;0,0272
5391;7,84;0,028
5392;7,86;0,028
5393;7,88;0,0276
5394;7,9;0,0288
5395;7,92;0,028
5396;7,94;0,0272
5397;7,96;0,0272
5398;7,98;0,0276
5399;8;0,0292
5400;8,02;0,026
5401;8,04;0,0264
5402;8,06;0,0276
5403;8,08;0,0276
5404;8,1;0,0272
5405;8,12;0,0288
5406;8,14;0,0292
5407;8,16;0,0292
5408;8,18;0,0292
5409;8,2;0,0248
5410;8,22;0,0288
5411;8,24;0,0256
5412;8,26;0,0292
5413;8,28;0,0292
5414;8,3;0,0288
5415;8,32;0,0288
5416;8,34;0,0288
5417;8,36;0,0292
5418;8,38;0,0292
5419;8,4;0,0288
5420;8,42;0,0288
5421;8,44;0,0328
5422;8,46;0,0276
5423;8,48;0,028
5424;8,5;0,0288
5425;8,52;0,0288
5426;8,54;0,0296
5427;8,56;0,0292
5428;8,58;0,0288
5429;8,6;0,0288
5430;8,62;0,0292
5431;8,64;0,0288
5432;8,66;0,0264
5433;8,68;0,0272
5434;8,7;0,0296
5435;8,72;0,0276
5436;8,74;0,028
5437;8,76;0,0288
5438;8,78;0,0288
5439;8,8;0,0288
5440;8,82;0,028
5441;8,84;0,0292
5442;8,86;0,0292
5443;8,88;0,0304
5444;8,9;0,0288
5445;8,92;0,0304
5446;8,94;0,0288
5447;8,96;0,0288
5448;8,98;0,0292
5449;9;0,028
5450;9,02;0,0292
5451;9,04;0,0288
5452;9,06;0,0288
5453;9,08;0,028
5454;9,1;0,026
5455;9,12;0,028
5456;9,14;0,028
5457;9,16;0,0276
5458;9,18;0,0256
5459;9,2;0,0276
5460;9,22;0,0276
5461;9,24;0,0288
5462;9,26;0,0276
5463;9,28;0,0276
5464;9,3;0,0324
5465;9,32;0,0272
5466;9,34;0,0264
5467;9,36;0,0276
5468;9,38;0,028
5469;9,4;0,028
5470;9,42;0,028
5471;9,44;0,028
5472;9,46;0,0276
5473;9,48;0,028
5474;9,5;0,0276
5475;9,52;0,028
5476;9,54;0,0276
5477;9,56;0,0288
5478;9,58;0,0292
5479;9,6;0,0292
5480;9,62;0,0292
5481;9,64;0,0292
5482;9,66;0,026
5483;9,68;0,0288
5484;9,7;0,0276
5485;9,72;0,0296
5486;9,74;0,024
5487;9,76;0,0256
5488;9,78;0,0264
5489;9,8;0,0276
5490;9,82;0,0288
5491;9,84;0,0288
5492;9,86;0,0288
5493;9,88;0,0292
5494;9,9;0,0296
5495;9,92;0,0288
5496;9,94;0,0264
5497;9,96;0,0272
5498;9,98;0,0264
5499;10;0,0276
5500;10,02;0,028
5501;10,04;0,0276
5502;10,06;0,0288
5503;10,08;0,028
5504;10,1;0,0288
5505;10,12;0,0288
5506;10,14;0,0272
5507;10,16;0,0276
5508;10,18;0,028
5509;10,2;0,0288
5510;10,22;0,0324
5511;10,24;0,0288
5512;10,26;0,0292
5513;10,28;0,0292
5514;10,3;0,0304
5515;10,32;0,0308
5516;10,34;0,0296
5517;10,36;0,0304
5518;10,38;0,0276
5519;10,4;0,0296
5520;10,42;0,0304
5521;10,44;0,0292
5522;10,46;0,0304
5523;10,48;0,0296
5524;10,5;0,0296
5525;10,52;0,0292
5526;10,54;0,0304
5527;10,56;0,0296
5528;10,58;0,0296
5529;10,6;0,0304
5530;10,62;0,0296
5531;10,64;0,0304
5532;10,66;0,0296
5533;10,68;0,0292
5534;10,7;0,028
5535;10,72;0,0296
5536;10,74;0,0304
5537;10,76;0,0304
5538;10,78;0,0296
5539;10,8;0,0296
5540;10,82;0,0292
5541;10,84;0,0308
5542;10,86;0,0304
5543;10,88;0,0272
5544;10,9;0,0304
5545;10,92;0,0304
5546;10,94;0,0296
5547;10,96;0,0296
5548;10,98;0,0304
5549;11;0,0304
5550;11,02;0,0296
5551;11,04;0,0304
5552;11,06;0,028
5553;11,08;0,0304
5554;11,1;0,0296
5555;11,12;0,0296
5556;11,14;0,0312
5557;11,16;0,0296
5558;11,18;0,0304
5559;11,2;0,0296
5560;11,22;0,0296
5561;11,24;0,0296
5562;11,26;0,0304
5563;11,28;0,0296
5564;11,3;0,0296
5565;11,32;0,0308
5566;11,34;0,0296
5567;11,36;0,0304
5568;11,38;0,0304
5569;11,4;0,0308
5570;11,42;0,0308
5571;11,44;0,0304
5572;11,46;0,0304
5573;11,48;0,0304
5574;11,5;0,0292
5575;11,52;0,0296
5576;11,54;0,0288
5577;11,56;0,0296
5578;11,58;0,0304
5579;11,6;0,0296
5580;11,62;0,0288
5581;11,64;0,032
5582;11,66;0,0304
5583;11,68;0,0292
5584;11,7;0,0308
5585;11,72;0,0292
5586;11,74;0,0292
5587;11,76;0,0296
5588;11,78;0,0304
5589;11,8;0,0296
5590;11,82;0,0308
5591;11,84;0,0324
5592;11,86;0,0312
5593;11,88;0,0328
5594;11,9;0,0328
5595;11,92;0,032
5596;11,94;0,0324
5597;11,96;0,034
5598;11,98;0,034
5599;12;0,034
5600;12,02;0,034
5601;12,04;0,0344
5602;12,06;0,0344
5603;12,08;0,0356
5604;12,1;0,0356
5605;12,12;0,0372
5606;12,14;0,0392
5607;12,16;0,0408
5608;12,18;0,0392
5609;12,2;0,0408
5610;12,22;0,0408
5611;12,24;0,0432
5612;12,26;0,048
5613;12,28;0,0516
5614;12,3;0,0488
5615;12,32;0,0488
5616;12,34;0,0512
5617;12,36;0,052
5618;12,38;0,0524
5619;12,4;0,0532
5620;12,42;0,054
5621;12,44;0,0556
5622;12,46;0,0552
5623;12,48;0,0568
5624;12,5;0,0568
5625;12,52;0,058
5626;12,54;0,058
5627;12,56;0,0552
5628;12,58;0,058
5629;12,6;0,0588
5630;12,62;0,0588
5631;12,64;0,06
5632;12,66;0,0596
5633;12,68;0,0612
5634;12,7;0,0604
5635;12,72;0,0612
5636;12,74;0,0604
5637;12,76;0,0616
5638;12,78;0,0612
5639;12,8;0,0628
5640;12,82;0,062
5641;12,84;0,0616
5642;12,86;0,062
5643;12,88;0,0628
5644;12,9;0,0628
5645;12,92;0,0628
5646;12,94;0,062
5647;12,96;0,0628
5648;12,98;0,0616
5649;13;0,0628
5650;13,02;0,0628
5651;13,04;0,0632
5652;13,06;0,0632
5653;13,08;0,0632
5654;13,1;0,0636
5655;13,12;0,0636
5656;13,14;0,0632
5657;13,16;0,062
5658;13,18;0,0612
5659;13,2;0,0636
5660;13,22;0,0636
5661;13,24;0,0636
5662;13,26;0,0628
5663;13,28;0,0636
5664;13,3;0,0632
5665;13,32;0,0636
5666;13,34;0,0628
5667;13,36;0,0648
5668;13,38;0,0636
5669;13,4;0,0644
5670;13,42;0,0636
5671;13,44;0,062
5672;13,46;0,0636
5673;13,48;0,0648
5674;13,5;0,0648
5675;13,52;0,0644
5676;13,54;0,0636
5677;13,56;0,0636
5678;13,58;0,0648
5679;13,6;0,0644
5680;13,62;0,0636
5681;13,64;0,0644
5682;13,66;0,0648
5683;13,68;0,0644
5684;13,7;0,0636
5685;13,72;0,0636
5686;13,74;0,0632
5687;13,76;0,0636
5688;13,78;0,0644
5689;13,8;0,066
5690;13,82;0,0644
5691;13,84;0,0644
5692;13,86;0,0644
5693;13,88;0,0636
5694;13,9;0,0644
5695;13,92;0,0636
5696;13,94;0,0632
5697;13,96;0,0652
5698;13,98;0,0636
5699;14;0,0636
5700;14,02;0,062
5701;14,04;0,0628
5702;14,06;0,0616
5703;14,08;0,0612
5704;14,1;0,06
5705;14,12;0,06
5706;14,14;0,0588
5707;14,16;0,0596
5708;14,18;0,0584
5709;14,2;0,0584
5710;14,22;0,0564
5711;14,24;0,0564
5712;14,26;0,0548
5713;14,28;0,054
5714;14,3;0,0536
5715;14,32;0,0564
5716;14,34;0,0584
5717;14,36;0,0596
5718;14,38;0,0596
5719;14,4;0,0596
5720;14,42;0,0584
5721;14,44;0,0584
5722;14,46;0,0588
5723;14,48;0,0584
5724;14,5;0,0584
5725;14,52;0,0584
5726;14,54;0,058
5727;14,56;0,0572
5728;14,58;0,0564
5729;14,6;0,0568
5730;14,62;0,0568
5731;14,64;0,0568
5732;14,66;0,0556
5733;14,68;0,0568
5734;14,7;0,0552
5735;14,72;0,0556
5736;14,74;0,0548
5737;14,76;0,0548
5738;14,78;0,054
5739;14,8;0,0536
5740;14,82;0,0536
5741;14,84;0,0532
5742;14,86;0,0524
5743;14,88;0,0524
5744;14,9;0,052
5745;14,92;0,052
5746;14,94;0,0516
5747;14,96;0,0516
5748;14,98;0,0512
5749;15;0,0512
5750;15,02;0,0496
5751;15,04;0,0496
5752;15,06;0,0496
5753;15,08;0,0496
5754;15,1;0,048
5755;15,12;0,048
5756;15,14;0,048
5757;15,16;0,0468
5758;15,18;0,0448
5759;15,2;0,0452
5760;15,22;0,0448
5761;15,24;0,0464
5762;15,26;0,0456
5763;15,28;0,0464
5764;15,3;0,0452
5765;15,32;0,0452
5766;15,34;0,0404
5767;15,36;0,0424
5768;15,38;0,0432
5769;15,4;0,044
5770;15,42;0,044
5771;15,44;0,0436
5772;15,46;0,0452
5773;15,48;0,0452
5774;15,5;0,0448
5775;15,52;0,0452
5776;15,54;0,0448
5777;15,56;0,0448
5778;15,58;0,044
5779;15,6;0,044
5780;15,62;0,0436
5781;15,64;0,044
5782;15,66;0,044
5783;15,68;0,044
5784;15,7;0,0432
5785;15,72;0,0436
5786;15,74;0,0432
5787;15,76;0,0432
5788;15,78;0,0436
5789;15,8;0,0436
5790;15,82;0,0432
5791;15,84;0,0436
5792;15,86;0,0432
5793;15,88;0,0432
5794;15,9;0,042
5795;15,92;0,042
5796;15,94;0,042
5797;15,96;0,044
5798;15,98;0,0424
5799;16;0,042
5800;16,02;0,0416
5801;16,04;0,044
5802;16,06;0,0416
5803;16,08;0,042
5804;16,1;0,0408
5805;16,12;0,042
5806;16,14;0,0416
5807;16,16;0,042
5808;16,18;0,0416
5809;16,2;0,042
5810;16,22;0,0416
5811;16,24;0,0408
5812;16,26;0,0416
5813;16,28;0,0408
5814;16,3;0,0408
5815;16,32;0,0404
5816;16,34;0,0408
5817;16,36;0,0408
5818;16,38;0,0408
5819;16,4;0,042
5820;16,42;0,0404
5821;16,44;0,0392
5822;16,46;0,0408
5823;16,48;0,04
5824;16,5;0,0392
5825;16,52;0,0408
5826;16,54;0,0404
5827;16,56;0,0404
5828;16,58;0,04
5829;16,6;0,04
5830;16,62;0,0424
5831;16,64;0,0404
5832;16,66;0,04
5833;16,68;0,0404
5834;16,7;0,0392
5835;16,72;0,0404
5836;16,74;0,0388
5837;16,76;0,0404
5838;16,78;0,04
5839;16,8;0,0404
5840;16,82;0,04
5841;16,84;0,0392
5842;16,86;0,0384
5843;16,88;0,0392
5844;16,9;0,0388
5845;16,92;0,04
5846;16,94;0,0388
5847;16,96;0,0388
5848;16,98;0,0372
5849;17;0,0372
5850;17,02;0,0372
5851;17,04;0,0376
5852;17,06;0,0384
5853;17,08;0,0384
5854;17,1;0,0384
5855;17,12;0,0392
5856;17,14;0,0384
5857;17,16;0,0388
5858;17,18;0,0372
5859;17,2;0,0376
5860;17,22;0,036
5861;17,24;0,0376
5862;17,26;0,0352
5863;17,28;0,0384
5864;17,3;0,0376
5865;17,32;0,0388
5866;17,34;0,0376
5867;17,36;0,0376
5868;17,38;0,0376
5869;17,4;0,0404
5870;17,42;0,0368
5871;17,44;0,0376
5872;17,46;0,0376
5873;17,48;0,0372
5874;17,5;0,0376
5875;17,52;0,0376
5876;17,54;0,0376
5877;17,56;0,0384
5878;17,58;0,0356
5879;17,6;0,0372
5880;17,62;0,036
5881;17,64;0,0372
5882;17,66;0,0388
5883;17,68;0,0384
5884;17,7;0,0384
5885;17,72;0,0388
5886;17,74;0,0384
5887;17,76;0,036
5888;17,78;0,036
5889;17,8;0,0368
5890;17,82;0,0372
5891;17,84;0,0376
5892;17,86;0,0388
5893;17,88;0,0384
5894;17,9;0,0376
5895;17,92;0,0372
5896;17,94;0,0384
5897;17,96;0,0376
5898;17,98;0,0376
5899;18;0,0376
5900;18,02;0,0384
5901;18,04;0,0356
5902;18,06;0,0372
5903;18,08;0,0372
5904;18,1;0,0372
5905;18,12;0,04
5906;18,14;0,0388
5907;18,16;0,0376
5908;18,18;0,0376
5909;18,2;0,0372
5910;18,22;0,0376
5911;18,24;0,0376
5912;18,26;0,0376
5913;18,28;0,0376
5914;18,3;0,0392
5915;18,32;0,0388
5916;18,34;0,0376
5917;18,36;0,0376
5918;18,38;0,0372
5919;18,4;0,0368
5920;18,42;0,0372
5921;18,44;0,0372
5922;18,46;0,0372
5923;18,48;0,0372
5924;18,5;0,0372
5925;18,52;0,0372
5926;18,54;0,0368
5927;18,56;0,0376
5928;18,58;0,0368
5929;18,6;0,0356
5930;18,62;0,0372
5931;18,64;0,0376
5932;18,66;0,0368
5933;18,68;0,0372
5934;18,7;0,0376
5935;18,72;0,0372
5936;18,74;0,036
5937;18,76;0,0372
5938;18,78;0,0368
5939;18,8;0,0376
5940;18,82;0,0372
5941;18,84;0,0384
5942;18,86;0,0368
5943;18,88;0,0388
5944;18,9;0,0392
5945;18,92;0,0352
5946;18,94;0,0356
5947;18,96;0,0368
5948;18,98;0,036
5949;19;0,0368
5950;19,02;0,036
5951;19,04;0,0368
5952;19,06;0,036
5953;19,08;0,0368
5954;19,1;0,0368
5955;19,12;0,0388
5956;19,14;0,0368
5957;19,16;0,036
5958;19,18;0,0368
5959;19,2;0,034
5960;19,22;0,0376
5961;19,24;0,0372
5962;19,26;0,0368
5963;19,28;0,0368
5964;19,3;0,0368
5965;19,32;0,036
5966;19,34;0,0352
5967;19,36;0,0368
5968;19,38;0,034
5969;19,4;0,032
5970;19,42;0,0368
5971;19,44;0,0368
5972;19,46;0,036
5973;19,48;0,0368
5974;19,5;0,0368
5975;19,52;0,0368
5976;19,54;0,0368
5977;19,56;0,0372
5978;19,58;0,0368
5979;19,6;0,036
5980;19,62;0,036
5981;19,64;0,036
5982;19,66;0,0368
5983;19,68;0,036
5984;19,7;0,036
5985;19,72;0,0356
5986;19,74;0,036
5987;19,76;0,0368
5988;19,78;0,0344
5989;19,8;0,0356
5990;19,82;0,034
5991;19,84;0,036
5992;19,86;0,0308
5993;19,88;0,036
5994;19,9;0,0356
5995;19,92;0,036
5996;19,94;0,0352
5997;19,96;0,036
5998;19,98;0,0356
5999;20;0,0352
6000;20,02;0,0356
6001;20,04;0,0368
6002;20,06;0,0356
6003;20,08;0,0356
6004;20,1;0,034
6005;20,12;0,0356
6006;20,14;0,0356
6007;20,16;0,0352
6008;20,18;0,034
6009;20,2;0,0356
6010;20,22;0,0344
6011;20,24;0,0352
6012;20,26;0,0352
6013;20,28;0,0336
6014;20,3;0,0352
6015;20,32;0,0352
6016;20,34;0,032
6017;20,36;0,0344
6018;20,38;0,0344
6019;20,4;0,0344
6020;20,42;0,0344
6021;20,44;0,0336
6022;20,46;0,034
6023;20,48;0,0372
6024;20,5;0,0352
6025;20,52;0,0356
6026;20,54;0,0344
6027;20,56;0,0356
6028;20,58;0,0344
6029;20,6;0,034
6030;20,62;0,0352
6031;20,64;0,0388
6032;20,66;0,0344
6033;20,68;0,0352
6034;20,7;0,0324
6035;20,72;0,0352
6036;20,74;0,0312
6037;20,76;0,0336
6038;20,78;0,0304
6039;20,8;0,032
6040;20,82;0,0324
6041;20,84;0,034
6042;20,86;0,0344
6043;20,88;0,0356
6044;20,9;0,0344
6045;20,92;0,0356
6046;20,94;0,0352
6047;20,96;0,0356
6048;20,98;0,0352
6049;21;0,0356
6050;21,02;0,0356
6051;21,04;0,0392
6052;21,06;0,0352
6053;21,08;0,0356
6054;21,1;0,0328
6055;21,12;0,0368
6056;21,14;0,0344
6057;21,16;0,0352
6058;21,18;0,0388
6059;21,2;0,0356
6060;21,22;0,034
6061;21,24;0,0356
6062;21,26;0,0344
6063;21,28;0,0356
6064;21,3;0,0344
6065;21,32;0,0352
6066;21,34;0,0356
6067;21,36;0,0336
6068;21,38;0,0352
6069;21,4;0,0356
6070;21,42;0,0352
6071;21,44;0,0356
6072;21,46;0,0372
6073;21,48;0,0356
6074;21,5;0,0328
6075;21,52;0,0352
6076;21,54;0,0344
6077;21,56;0,0352
6078;21,58;0,034
6079;21,6;0,0356
6080;21,62;0,032
6081;21,64;0,0344
6082;21,66;0,032
6083;21,68;0,0324
6084;21,7;0,032
6085;21,72;0,034
6086;21,74;0,0344
6087;21,76;0,0324
6088;21,78;0,0352
6089;21,8;0,0352
6090;21,82;0,0368
6091;21,84;0,0356
6092;21,86;0,0352
6093;21,88;0,0352
6094;21,9;0,0352
6095;21,92;0,0352
6096;21,94;0,0352
6097;21,96;0,0344
6098;21,98;0,0324
6099;22;0,034
6100;22,02;0,0336
6101;22,04;0,0336
6102;22,06;0,0292
6103;22,08;0,0336
6104;22,1;0,0336
6105;22,12;0,0356
6106;22,14;0,034
6107;22,16;0,0336
6108;22,18;0,0344
6109;22,2;0,0344
6110;22,22;0,0344
6111;22,24;0,0344
6112;22,26;0,034
6113;22,28;0,0344
6114;22,3;0,0344
6115;22,32;0,0352
6116;22,34;0,034
6117;22,36;0,0352
6118;22,38;0,0344
6119;22,4;0,0352
6120;22,42;0,0352
6121;22,44;0,0344
6122;22,46;0,034
6123;22,48;0,0344
6124;22,5;0,0368
6125;22,52;0,0344
6126;22,54;0,0344
6127;22,56;0,032
