Номер отсчёта;Время, с;Напряжение 1_19.06_lmax, В
1183;-76,32;0,0256
1184;-76,3;0,0244
1185;-76,28;0,0244
1186;-76,26;0,0244
1187;-76,24;0,024
1188;-76,22;0,024
1189;-76,2;0,024
1190;-76,18;0,0244
1191;-76,16;0,024
1192;-76,14;0,0244
1193;-76,12;0,0248
1194;-76,1;0,0244
1195;-76,08;0,0248
1196;-76,06;0,0244
1197;-76,04;0,0212
1198;-76,02;0,026
1199;-76;0,0244
1200;-75,98;0,0244
1201;-75,96;0,0256
1202;-75,94;0,0244
1203;-75,92;0,0224
1204;-75,9;0,0248
1205;-75,88;0,0248
1206;-75,86;0,024
1207;-75,84;0,0248
1208;-75,82;0,0244
1209;-75,8;0,024
1210;-75,78;0,0244
1211;-75,76;0,0244
1212;-75,74;0,0244
1213;-75,72;0,0248
1214;-75,7;0,0224
1215;-75,68;0,024
1216;-75,66;0,024
1217;-75,64;0,0232
1218;-75,62;0,0244
1219;-75,6;0,024
1220;-75,58;0,0216
1221;-75,56;0,0228
1222;-75,54;0,0232
1223;-75,52;0,0248
1224;-75,5;0,024
1225;-75,48;0,0256
1226;-75,46;0,0244
1227;-75,44;0,0244
1228;-75,42;0,0244
1229;-75,4;0,024
1230;-75,38;0,0248
1231;-75,36;0,0244
1232;-75,34;0,0248
1233;-75,32;0,0256
1234;-75,3;0,0248
1235;-75,28;0,0248
1236;-75,26;0,0248
1237;-75,24;0,0256
1238;-75,22;0,0224
1239;-75,2;0,0244
1240;-75,18;0,0244
1241;-75,16;0,026
1242;-75,14;0,0248
1243;-75,12;0,0248
1244;-75,1;0,0248
1245;-75,08;0,0244
1246;-75,06;0,024
1247;-75,04;0,024
1248;-75,02;0,0244
1249;-75;0,0264
1250;-74,98;0,0248
1251;-74,96;0,024
1252;-74,94;0,0244
1253;-74,92;0,024
1254;-74,9;0,0232
1255;-74,88;0,0224
1256;-74,86;0,0248
1257;-74,84;0,0248
1258;-74,82;0,0224
1259;-74,8;0,0244
1260;-74,78;0,0244
1261;-74,76;0,0256
1262;-74,74;0,0248
1263;-74,72;0,024
1264;-74,7;0,0244
1265;-74,68;0,0244
1266;-74,66;0,0244
1267;-74,64;0,024
1268;-74,62;0,0244
1269;-74,6;0,024
1270;-74,58;0,0248
1271;-74,56;0,0244
1272;-74,54;0,0244
1273;-74,52;0,0244
1274;-74,5;0,024
1275;-74,48;0,0228
1276;-74,46;0,024
1277;-74,44;0,0232
1278;-74,42;0,0244
1279;-74,4;0,0244
1280;-74,38;0,024
1281;-74,36;0,0244
1282;-74,34;0,024
1283;-74,32;0,0256
1284;-74,3;0,024
1285;-74,28;0,024
1286;-74,26;0,024
1287;-74,24;0,0232
1288;-74,22;0,024
1289;-74,2;0,0232
1290;-74,18;0,0212
1291;-74,16;0,0224
1292;-74,14;0,0232
1293;-74,12;0,0176
1294;-74,1;0,0228
1295;-74,08;0,0232
1296;-74,06;0,024
1297;-74,04;0,0232
1298;-74,02;0,0244
1299;-74;0,024
1300;-73,98;0,0244
1301;-73,96;0,0244
1302;-73,94;0,0248
1303;-73,92;0,024
1304;-73,9;0,024
1305;-73,88;0,0244
1306;-73,86;0,024
1307;-73,84;0,0228
1308;-73,82;0,0232
1309;-73,8;0,0228
1310;-73,78;0,024
1311;-73,76;0,0244
1312;-73,74;0,0232
1313;-73,72;0,0232
1314;-73,7;0,0232
1315;-73,68;0,0216
1316;-73,66;0,0232
1317;-73,64;0,024
1318;-73,62;0,024
1319;-73,6;0,0232
1320;-73,58;0,024
1321;-73,56;0,024
1322;-73,54;0,024
1323;-73,52;0,024
1324;-73,5;0,0244
1325;-73,48;0,0232
1326;-73,46;0,0244
1327;-73,44;0,024
1328;-73,42;0,024
1329;-73,4;0,0216
1330;-73,38;0,0228
1331;-73,36;0,0232
1332;-73,34;0,0228
1333;-73,32;0,0232
1334;-73,3;0,024
1335;-73,28;0,0272
1336;-73,26;0,0232
1337;-73,24;0,024
1338;-73,22;0,024
1339;-73,2;0,0232
1340;-73,18;0,0232
1341;-73,16;0,0232
1342;-73,14;0,0244
1343;-73,12;0,0196
1344;-73,1;0,0232
1345;-73,08;0,0244
1346;-73,06;0,0232
1347;-73,04;0,0232
1348;-73,02;0,0256
1349;-73;0,0232
1350;-72,98;0,0232
1351;-72,96;0,0232
1352;-72,94;0,0228
1353;-72,92;0,024
1354;-72,9;0,0292
1355;-72,88;0,024
1356;-72,86;0,0248
1357;-72,84;0,0228
1358;-72,82;0,0228
1359;-72,8;0,024
1360;-72,78;0,0228
1361;-72,76;0,024
1362;-72,74;0,024
1363;-72,72;0,0232
1364;-72,7;0,024
1365;-72,68;0,0232
1366;-72,66;0,024
1367;-72,64;0,0232
1368;-72,62;0,024
1369;-72,6;0,0232
1370;-72,58;0,0232
1371;-72,56;0,0232
1372;-72,54;0,0244
1373;-72,52;0,024
1374;-72,5;0,0276
1375;-72,48;0,0232
1376;-72,46;0,0232
1377;-72,44;0,0216
1378;-72,42;0,024
1379;-72,4;0,0232
1380;-72,38;0,0232
1381;-72,36;0,0204
1382;-72,34;0,024
1383;-72,32;0,0232
1384;-72,3;0,0232
1385;-72,28;0,0232
1386;-72,26;0,0232
1387;-72,24;0,0232
1388;-72,22;0,0232
1389;-72,2;0,0232
1390;-72,18;0,024
1391;-72,16;0,024
1392;-72,14;0,0232
1393;-72,12;0,024
1394;-72,1;0,0244
1395;-72,08;0,0232
1396;-72,06;0,0232
1397;-72,04;0,0232
1398;-72,02;0,024
1399;-72;0,0244
1400;-71,98;0,024
1401;-71,96;0,0244
1402;-71,94;0,0248
1403;-71,92;0,024
1404;-71,9;0,0244
1405;-71,88;0,024
1406;-71,86;0,024
1407;-71,84;0,0228
1408;-71,82;0,0244
1409;-71,8;0,0232
1410;-71,78;0,0244
1411;-71,76;0,024
1412;-71,74;0,024
1413;-71,72;0,0232
1414;-71,7;0,024
1415;-71,68;0,0244
1416;-71,66;0,0224
1417;-71,64;0,0228
1418;-71,62;0,0244
1419;-71,6;0,0244
1420;-71,58;0,0244
1421;-71,56;0,0232
1422;-71,54;0,0244
1423;-71,52;0,0244
1424;-71,5;0,0244
1425;-71,48;0,0224
1426;-71,46;0,0244
1427;-71,44;0,0232
1428;-71,42;0,0244
1429;-71,4;0,024
1430;-71,38;0,0244
1431;-71,36;0,0232
1432;-71,34;0,0232
1433;-71,32;0,0232
1434;-71,3;0,024
1435;-71,28;0,024
1436;-71,26;0,0244
1437;-71,24;0,0264
1438;-71,22;0,0232
1439;-71,2;0,024
1440;-71,18;0,0244
1441;-71,16;0,0264
1442;-71,14;0,024
1443;-71,12;0,024
1444;-71,1;0,0248
1445;-71,08;0,0232
1446;-71,06;0,0248
1447;-71,04;0,0232
1448;-71,02;0,024
1449;-71;0,0232
1450;-70,98;0,0244
1451;-70,96;0,0232
1452;-70,94;0,024
1453;-70,92;0,0232
1454;-70,9;0,0244
1455;-70,88;0,024
1456;-70,86;0,0232
1457;-70,84;0,0244
1458;-70,82;0,0232
1459;-70,8;0,024
1460;-70,78;0,024
1461;-70,76;0,0248
1462;-70,74;0,0244
1463;-70,72;0,0244
1464;-70,7;0,0224
1465;-70,68;0,0232
1466;-70,66;0,024
1467;-70,64;0,0256
1468;-70,62;0,0248
1469;-70,6;0,0244
1470;-70,58;0,0232
1471;-70,56;0,0248
1472;-70,54;0,0212
1473;-70,52;0,024
1474;-70,5;0,024
1475;-70,48;0,024
1476;-70,46;0,024
1477;-70,44;0,024
1478;-70,42;0,0244
1479;-70,4;0,0228
1480;-70,38;0,0244
1481;-70,36;0,024
1482;-70,34;0,0244
1483;-70,32;0,024
1484;-70,3;0,0248
1485;-70,28;0,0244
1486;-70,26;0,0244
1487;-70,24;0,024
1488;-70,22;0,0248
1489;-70,2;0,024
1490;-70,18;0,0244
1491;-70,16;0,0232
1492;-70,14;0,024
1493;-70,12;0,0232
1494;-70,1;0,024
1495;-70,08;0,0232
1496;-70,06;0,0232
1497;-70,04;0,0244
1498;-70,02;0,0228
1499;-70;0,0232
1500;-69,98;0,024
1501;-69,96;0,0232
1502;-69,94;0,0244
1503;-69,92;0,0232
1504;-69,9;0,024
1505;-69,88;0,0232
1506;-69,86;0,024
1507;-69,84;0,024
1508;-69,82;0,024
1509;-69,8;0,0232
1510;-69,78;0,024
1511;-69,76;0,0248
1512;-69,74;0,024
1513;-69,72;0,024
1514;-69,7;0,0228
1515;-69,68;0,024
1516;-69,66;0,0248
1517;-69,64;0,024
1518;-69,62;0,0228
1519;-69,6;0,0232
1520;-69,58;0,024
1521;-69,56;0,0232
1522;-69,54;0,024
1523;-69,52;0,024
1524;-69,5;0,0248
1525;-69,48;0,0232
1526;-69,46;0,0244
1527;-69,44;0,024
1528;-69,42;0,024
1529;-69,4;0,0232
1530;-69,38;0,024
1531;-69,36;0,024
1532;-69,34;0,0244
1533;-69,32;0,024
1534;-69,3;0,0244
1535;-69,28;0,024
1536;-69,26;0,0244
1537;-69,24;0,0228
1538;-69,22;0,0228
1539;-69,2;0,0228
1540;-69,18;0,0232
1541;-69,16;0,0224
1542;-69,14;0,0216
1543;-69,12;0,0232
1544;-69,1;0,0228
1545;-69,08;0,0228
1546;-69,06;0,0228
1547;-69,04;0,0212
1548;-69,02;0,024
1549;-69;0,0232
1550;-68,98;0,0244
1551;-68,96;0,024
1552;-68,94;0,0228
1553;-68,92;0,0232
1554;-68,9;0,0228
1555;-68,88;0,024
1556;-68,86;0,024
1557;-68,84;0,024
1558;-68,82;0,0264
1559;-68,8;0,024
1560;-68,78;0,0232
1561;-68,76;0,024
1562;-68,74;0,024
1563;-68,72;0,0244
1564;-68,7;0,0244
1565;-68,68;0,024
1566;-68,66;0,0244
1567;-68,64;0,0248
1568;-68,62;0,0244
1569;-68,6;0,0232
1570;-68,58;0,0248
1571;-68,56;0,0232
1572;-68,54;0,0232
1573;-68,52;0,0244
1574;-68,5;0,024
1575;-68,48;0,0232
1576;-68,46;0,0232
1577;-68,44;0,0244
1578;-68,42;0,0232
1579;-68,4;0,024
1580;-68,38;0,0228
1581;-68,36;0,0228
1582;-68,34;0,0264
1583;-68,32;0,024
1584;-68,3;0,024
1585;-68,28;0,0216
1586;-68,26;0,0244
1587;-68,24;0,0232
1588;-68,22;0,024
1589;-68,2;0,024
1590;-68,18;0,0248
1591;-68,16;0,0256
1592;-68,14;0,0256
1593;-68,12;0,0212
1594;-68,1;0,0244
1595;-68,08;0,0224
1596;-68,06;0,0248
1597;-68,04;0,0232
1598;-68,02;0,0244
1599;-68;0,0228
1600;-67,98;0,0232
1601;-67,96;0,0228
1602;-67,94;0,0228
1603;-67,92;0,0232
1604;-67,9;0,0232
1605;-67,88;0,0256
1606;-67,86;0,024
1607;-67,84;0,0228
1608;-67,82;0,024
1609;-67,8;0,0232
1610;-67,78;0,0232
1611;-67,76;0,0232
1612;-67,74;0,0228
1613;-67,72;0,0228
1614;-67,7;0,024
1615;-67,68;0,0228
1616;-67,66;0,024
1617;-67,64;0,0232
1618;-67,62;0,024
1619;-67,6;0,0228
1620;-67,58;0,0232
1621;-67,56;0,0232
1622;-67,54;0,0228
1623;-67,52;0,0228
1624;-67,5;0,024
1625;-67,48;0,0228
1626;-67,46;0,024
1627;-67,44;0,0228
1628;-67,42;0,024
1629;-67,4;0,0232
1630;-67,38;0,024
1631;-67,36;0,0232
1632;-67,34;0,024
1633;-67,32;0,0232
1634;-67,3;0,0232
1635;-67,28;0,0232
1636;-67,26;0,0228
1637;-67,24;0,0228
1638;-67,22;0,0216
1639;-67,2;0,0224
1640;-67,18;0,0228
1641;-67,16;0,0228
1642;-67,14;0,0228
1643;-67,12;0,0232
1644;-67,1;0,024
1645;-67,08;0,0244
1646;-67,06;0,024
1647;-67,04;0,024
1648;-67,02;0,024
1649;-67;0,024
1650;-66,98;0,0228
1651;-66,96;0,0232
1652;-66,94;0,0232
1653;-66,92;0,0232
1654;-66,9;0,0224
1655;-66,88;0,0224
1656;-66,86;0,0228
1657;-66,84;0,0232
1658;-66,82;0,0232
1659;-66,8;0,0232
1660;-66,78;0,0228
1661;-66,76;0,0232
1662;-66,74;0,0228
1663;-66,72;0,024
1664;-66,7;0,0232
1665;-66,68;0,024
1666;-66,66;0,0228
1667;-66,64;0,0232
1668;-66,62;0,0232
1669;-66,6;0,0228
1670;-66,58;0,0228
1671;-66,56;0,0228
1672;-66,54;0,0228
1673;-66,52;0,0228
1674;-66,5;0,0224
1675;-66,48;0,0164
1676;-66,46;0,0196
1677;-66,44;0,0224
1678;-66,42;0,0224
1679;-66,4;0,0224
1680;-66,38;0,0224
1681;-66,36;0,0228
1682;-66,34;0,0212
1683;-66,32;0,0224
1684;-66,3;0,0228
1685;-66,28;0,0216
1686;-66,26;0,0232
1687;-66,24;0,0224
1688;-66,22;0,0192
1689;-66,2;0,016
1690;-66,18;0,0116
1691;-66,16;0,0188
1692;-66,14;0,0164
1693;-66,12;0,01
1694;-66,1;0,0076
1695;-66,08;0,0156
1696;-66,06;0,018
1697;-66,04;0,0172
1698;-66,02;0,0204
1699;-66;0,0192
1700;-65,98;0,0208
1701;-65,96;0,0216
1702;-65,94;0,0224
1703;-65,92;0,0224
1704;-65,9;0,0228
1705;-65,88;0,0228
1706;-65,86;0,0228
1707;-65,84;0,0224
1708;-65,82;0,0228
1709;-65,8;0,024
1710;-65,78;0,024
1711;-65,76;0,024
1712;-65,74;0,0232
1713;-65,72;0,024
1714;-65,7;0,0232
1715;-65,68;0,0228
1716;-65,66;0,0244
1717;-65,64;0,0232
1718;-65,62;0,0224
1719;-65,6;0,0224
1720;-65,58;0,0232
1721;-65,56;0,0232
1722;-65,54;0,0232
1723;-65,52;0,0244
1724;-65,5;0,024
1725;-65,48;0,0232
1726;-65,46;0,0232
1727;-65,44;0,0232
1728;-65,42;0,024
1729;-65,4;0,024
1730;-65,38;0,0228
1731;-65,36;0,0228
1732;-65,34;0,0232
1733;-65,32;0,0224
1734;-65,3;0,0232
1735;-65,28;0,0228
1736;-65,26;0,0232
1737;-65,24;0,0228
1738;-65,22;0,0224
1739;-65,2;0,0228
1740;-65,18;0,0232
1741;-65,16;0,0228
1742;-65,14;0,0232
1743;-65,12;0,024
1744;-65,1;0,0232
1745;-65,08;0,0232
1746;-65,06;0,0232
1747;-65,04;0,024
1748;-65,02;0,024
1749;-65;0,0228
1750;-64,98;0,0228
1751;-64,96;0,0244
1752;-64,94;0,0232
1753;-64,92;0,0228
1754;-64,9;0,0232
1755;-64,88;0,0228
1756;-64,86;0,0232
1757;-64,84;0,0232
1758;-64,82;0,0244
1759;-64,8;0,024
1760;-64,78;0,024
1761;-64,76;0,0228
1762;-64,74;0,024
1763;-64,72;0,0228
1764;-64,7;0,0232
1765;-64,68;0,024
1766;-64,66;0,0244
1767;-64,64;0,024
1768;-64,62;0,0232
1769;-64,6;0,024
1770;-64,58;0,0224
1771;-64,56;0,0228
1772;-64,54;0,0228
1773;-64,52;0,0228
1774;-64,5;0,0232
1775;-64,48;0,0228
1776;-64,46;0,0224
1777;-64,44;0,024
1778;-64,42;0,0228
1779;-64,4;0,0228
1780;-64,38;0,0232
1781;-64,36;0,0228
1782;-64,34;0,0216
1783;-64,32;0,0224
1784;-64,3;0,0232
1785;-64,28;0,0224
1786;-64,26;0,0232
1787;-64,24;0,0228
1788;-64,22;0,0232
1789;-64,2;0,0224
1790;-64,18;0,0224
1791;-64,16;0,0228
1792;-64,14;0,0228
1793;-64,12;0,024
1794;-64,1;0,0228
1795;-64,08;0,0244
1796;-64,06;0,0232
1797;-64,04;0,0228
1798;-64,02;0,0228
1799;-64;0,024
1800;-63,98;0,024
1801;-63,96;0,0232
1802;-63,94;0,0228
1803;-63,92;0,0232
1804;-63,9;0,0232
1805;-63,88;0,0232
1806;-63,86;0,0232
1807;-63,84;0,0232
1808;-63,82;0,0228
1809;-63,8;0,0228
1810;-63,78;0,0232
1811;-63,76;0,0232
1812;-63,74;0,0232
1813;-63,72;0,0228
1814;-63,7;0,0224
1815;-63,68;0,0228
1816;-63,66;0,0232
1817;-63,64;0,0228
1818;-63,62;0,0232
1819;-63,6;0,0228
1820;-63,58;0,024
1821;-63,56;0,0228
1822;-63,54;0,0232
1823;-63,52;0,0232
1824;-63,5;0,0228
1825;-63,48;0,0232
1826;-63,46;0,0232
1827;-63,44;0,0228
1828;-63,42;0,0228
1829;-63,4;0,0224
1830;-63,38;0,0232
1831;-63,36;0,0224
1832;-63,34;0,0228
1833;-63,32;0,0228
1834;-63,3;0,024
1835;-63,28;0,0232
1836;-63,26;0,0232
1837;-63,24;0,0228
1838;-63,22;0,0228
1839;-63,2;0,0232
1840;-63,18;0,0232
1841;-63,16;0,0232
1842;-63,14;0,0224
1843;-63,12;0,0228
1844;-63,1;0,0228
1845;-63,08;0,0232
1846;-63,06;0,0232
1847;-63,04;0,0228
1848;-63,02;0,0228
1849;-63;0,0228
1850;-62,98;0,0232
1851;-62,96;0,0232
1852;-62,94;0,0232
1853;-62,92;0,0228
1854;-62,9;0,0232
1855;-62,88;0,0232
1856;-62,86;0,0232
1857;-62,84;0,0228
1858;-62,82;0,0232
1859;-62,8;0,024
1860;-62,78;0,0232
1861;-62,76;0,0228
1862;-62,74;0,0232
1863;-62,72;0,0228
1864;-62,7;0,0232
1865;-62,68;0,0228
1866;-62,66;0,0232
1867;-62,64;0,0228
1868;-62,62;0,024
1869;-62,6;0,0228
1870;-62,58;0,0232
1871;-62,56;0,0228
1872;-62,54;0,0224
1873;-62,52;0,0228
1874;-62,5;0,0228
1875;-62,48;0,024
1876;-62,46;0,0232
1877;-62,44;0,0228
1878;-62,42;0,0232
1879;-62,4;0,0228
1880;-62,38;0,0232
1881;-62,36;0,0228
1882;-62,34;0,0228
1883;-62,32;0,0228
1884;-62,3;0,0232
1885;-62,28;0,0232
1886;-62,26;0,0244
1887;-62,24;0,0232
1888;-62,22;0,0228
1889;-62,2;0,0224
1890;-62,18;0,0228
1891;-62,16;0,0228
1892;-62,14;0,0228
1893;-62,12;0,0228
1894;-62,1;0,0232
1895;-62,08;0,0224
1896;-62,06;0,0232
1897;-62,04;0,0228
1898;-62,02;0,0228
1899;-62;0,0228
1900;-61,98;0,0232
1901;-61,96;0,0228
1902;-61,94;0,0228
1903;-61,92;0,0228
1904;-61,9;0,0228
1905;-61,88;0,0232
1906;-61,86;0,0232
1907;-61,84;0,0232
1908;-61,82;0,0228
1909;-61,8;0,0228
1910;-61,78;0,024
1911;-61,76;0,024
1912;-61,74;0,0228
1913;-61,72;0,0228
1914;-61,7;0,0232
1915;-61,68;0,0228
1916;-61,66;0,0232
1917;-61,64;0,024
1918;-61,62;0,0232
1919;-61,6;0,0232
1920;-61,58;0,0232
1921;-61,56;0,0228
1922;-61,54;0,0228
1923;-61,52;0,0228
1924;-61,5;0,0224
1925;-61,48;0,0228
1926;-61,46;0,0232
1927;-61,44;0,0244
1928;-61,42;0,0232
1929;-61,4;0,0232
1930;-61,38;0,0224
1931;-61,36;0,0228
1932;-61,34;0,0232
1933;-61,32;0,0244
1934;-61,3;0,0232
1935;-61,28;0,0228
1936;-61,26;0,0228
1937;-61,24;0,0228
1938;-61,22;0,0228
1939;-61,2;0,0228
1940;-61,18;0,0228
1941;-61,16;0,0232
1942;-61,14;0,0232
1943;-61,12;0,0232
1944;-61,1;0,0232
1945;-61,08;0,0232
1946;-61,06;0,0232
1947;-61,04;0,024
1948;-61,02;0,0232
1949;-61;0,024
1950;-60,98;0,0232
1951;-60,96;0,024
1952;-60,94;0,0232
1953;-60,92;0,0244
1954;-60,9;0,0232
1955;-60,88;0,0244
1956;-60,86;0,024
1957;-60,84;0,0232
1958;-60,82;0,0228
1959;-60,8;0,0232
1960;-60,78;0,024
1961;-60,76;0,024
1962;-60,74;0,024
1963;-60,72;0,0244
1964;-60,7;0,0244
1965;-60,68;0,024
1966;-60,66;0,024
1967;-60,64;0,0244
1968;-60,62;0,0232
1969;-60,6;0,0244
1970;-60,58;0,0232
1971;-60,56;0,0232
1972;-60,54;0,024
1973;-60,52;0,0228
1974;-60,5;0,0224
1975;-60,48;0,0232
1976;-60,46;0,0232
1977;-60,44;0,0232
1978;-60,42;0,024
1979;-60,4;0,024
1980;-60,38;0,0244
1981;-60,36;0,0232
1982;-60,34;0,024
1983;-60,32;0,0232
1984;-60,3;0,0232
1985;-60,28;0,0228
1986;-60,26;0,0228
1987;-60,24;0,0232
1988;-60,22;0,0228
1989;-60,2;0,0228
1990;-60,18;0,0228
1991;-60,16;0,0228
1992;-60,14;0,024
1993;-60,12;0,0232
1994;-60,1;0,0228
1995;-60,08;0,0228
1996;-60,06;0,024
1997;-60,04;0,0228
1998;-60,02;0,0232
1999;-60;0,0224
2000;-59,98;0,0224
2001;-59,96;0,0232
2002;-59,94;0,024
2003;-59,92;0,0232
2004;-59,9;0,0232
2005;-59,88;0,0232
2006;-59,86;0,0232
2007;-59,84;0,0244
2008;-59,82;0,024
2009;-59,8;0,0232
2010;-59,78;0,0232
2011;-59,76;0,0228
2012;-59,74;0,0232
2013;-59,72;0,0232
2014;-59,7;0,0232
2015;-59,68;0,024
2016;-59,66;0,0216
2017;-59,64;0,0232
2018;-59,62;0,0232
2019;-59,6;0,0224
2020;-59,58;0,0224
2021;-59,56;0,0224
2022;-59,54;0,0224
2023;-59,52;0,0216
2024;-59,5;0,0224
2025;-59,48;0,0228
2026;-59,46;0,0228
2027;-59,44;0,0228
2028;-59,42;0,0224
2029;-59,4;0,0228
2030;-59,38;0,0228
2031;-59,36;0,0228
2032;-59,34;0,024
2033;-59,32;0,024
2034;-59,3;0,024
2035;-59,28;0,0232
2036;-59,26;0,024
2037;-59,24;0,0228
2038;-59,22;0,0228
2039;-59,2;0,0228
2040;-59,18;0,0228
2041;-59,16;0,0232
2042;-59,14;0,0228
2043;-59,12;0,0232
2044;-59,1;0,0244
2045;-59,08;0,0232
2046;-59,06;0,024
2047;-59,04;0,0232
2048;-59,02;0,024
2049;-59;0,0232
2050;-58,98;0,0232
2051;-58,96;0,0232
2052;-58,94;0,024
2053;-58,92;0,0228
2054;-58,9;0,024
2055;-58,88;0,0228
2056;-58,86;0,0228
2057;-58,84;0,0232
2058;-58,82;0,0232
2059;-58,8;0,0228
2060;-58,78;0,0232
2061;-58,76;0,0228
2062;-58,74;0,0232
2063;-58,72;0,0232
2064;-58,7;0,024
2065;-58,68;0,0228
2066;-58,66;0,0232
2067;-58,64;0,0232
2068;-58,62;0,0232
2069;-58,6;0,0232
2070;-58,58;0,024
2071;-58,56;0,0228
2072;-58,54;0,0232
2073;-58,52;0,0232
2074;-58,5;0,0232
2075;-58,48;0,0228
2076;-58,46;0,024
2077;-58,44;0,0224
2078;-58,42;0,0232
2079;-58,4;0,0232
2080;-58,38;0,0232
2081;-58,36;0,0228
2082;-58,34;0,0228
2083;-58,32;0,0232
2084;-58,3;0,0244
2085;-58,28;0,024
2086;-58,26;0,0232
2087;-58,24;0,0228
2088;-58,22;0,0232
2089;-58,2;0,0228
2090;-58,18;0,0232
2091;-58,16;0,0232
2092;-58,14;0,024
2093;-58,12;0,0228
2094;-58,1;0,0232
2095;-58,08;0,0232
2096;-58,06;0,0232
2097;-58,04;0,0232
2098;-58,02;0,0232
2099;-58;0,0228
2100;-57,98;0,0228
2101;-57,96;0,0232
2102;-57,94;0,0224
2103;-57,92;0,0232
2104;-57,9;0,0244
2105;-57,88;0,0224
2106;-57,86;0,0224
2107;-57,84;0,0224
2108;-57,82;0,0232
2109;-57,8;0,0224
2110;-57,78;0,0232
2111;-57,76;0,0232
2112;-57,74;0,0232
2113;-57,72;0,0232
2114;-57,7;0,0232
2115;-57,68;0,0216
2116;-57,66;0,0228
2117;-57,64;0,0232
2118;-57,62;0,0232
2119;-57,6;0,0228
2120;-57,58;0,0224
2121;-57,56;0,0228
2122;-57,54;0,0228
2123;-57,52;0,0224
2124;-57,5;0,0224
2125;-57,48;0,0228
2126;-57,46;0,0228
2127;-57,44;0,0228
2128;-57,42;0,0232
2129;-57,4;0,0224
2130;-57,38;0,0216
2131;-57,36;0,0224
2132;-57,34;0,0216
2133;-57,32;0,0216
2134;-57,3;0,0216
2135;-57,28;0,0216
2136;-57,26;0,0216
2137;-57,24;0,0212
2138;-57,22;0,0212
2139;-57,2;0,0216
2140;-57,18;0,0212
2141;-57,16;0,0224
2142;-57,14;0,0228
2143;-57,12;0,0224
2144;-57,1;0,0228
2145;-57,08;0,0224
2146;-57,06;0,0224
2147;-57,04;0,0224
2148;-57,02;0,0224
2149;-57;0,0224
2150;-56,98;0,0224
2151;-56,96;0,0216
2152;-56,94;0,0224
2153;-56,92;0,0224
2154;-56,9;0,0224
2155;-56,88;0,0228
2156;-56,86;0,0224
2157;-56,84;0,0224
2158;-56,82;0,0224
2159;-56,8;0,0224
2160;-56,78;0,0224
2161;-56,76;0,0232
2162;-56,74;0,024
2163;-56,72;0,0228
2164;-56,7;0,0228
2165;-56,68;0,0224
2166;-56,66;0,0224
2167;-56,64;0,0216
2168;-56,62;0,0216
2169;-56,6;0,0224
2170;-56,58;0,0224
2171;-56,56;0,0228
2172;-56,54;0,0224
2173;-56,52;0,0224
2174;-56,5;0,0228
2175;-56,48;0,0224
2176;-56,46;0,0228
2177;-56,44;0,0216
2178;-56,42;0,0228
2179;-56,4;0,0224
2180;-56,38;0,0228
2181;-56,36;0,0216
2182;-56,34;0,0216
2183;-56,32;0,0212
2184;-56,3;0,0216
2185;-56,28;0,0212
2186;-56,26;0,0216
2187;-56,24;0,0216
2188;-56,22;0,0228
2189;-56,2;0,0216
2190;-56,18;0,0228
2191;-56,16;0,0224
2192;-56,14;0,0224
2193;-56,12;0,0216
2194;-56,1;0,0228
2195;-56,08;0,0216
2196;-56,06;0,0232
2197;-56,04;0,0224
2198;-56,02;0,024
2199;-56;0,0228
2200;-55,98;0,0224
2201;-55,96;0,0224
2202;-55,94;0,0224
2203;-55,92;0,0224
2204;-55,9;0,0216
2205;-55,88;0,0224
2206;-55,86;0,0224
2207;-55,84;0,0224
2208;-55,82;0,0224
2209;-55,8;0,0224
2210;-55,78;0,0216
2211;-55,76;0,0216
2212;-55,74;0,0224
2213;-55,72;0,0224
2214;-55,7;0,0216
2215;-55,68;0,0228
2216;-55,66;0,0232
2217;-55,64;0,0228
2218;-55,62;0,0228
2219;-55,6;0,0228
2220;-55,58;0,0224
2221;-55,56;0,0224
2222;-55,54;0,0224
2223;-55,52;0,0224
2224;-55,5;0,0228
2225;-55,48;0,024
2226;-55,46;0,0228
2227;-55,44;0,0228
2228;-55,42;0,0224
2229;-55,4;0,0228
2230;-55,38;0,0232
2231;-55,36;0,0232
2232;-55,34;0,0228
2233;-55,32;0,0232
2234;-55,3;0,0232
2235;-55,28;0,0224
2236;-55,26;0,0228
2237;-55,24;0,0224
2238;-55,22;0,0224
2239;-55,2;0,0228
2240;-55,18;0,0224
2241;-55,16;0,0224
2242;-55,14;0,0228
2243;-55,12;0,0224
2244;-55,1;0,0224
2245;-55,08;0,0224
2246;-55,06;0,0224
2247;-55,04;0,0216
2248;-55,02;0,0224
2249;-55;0,0224
2250;-54,98;0,0228
2251;-54,96;0,0224
2252;-54,94;0,0228
2253;-54,92;0,0228
2254;-54,9;0,0228
2255;-54,88;0,0228
2256;-54,86;0,0228
2257;-54,84;0,0224
2258;-54,82;0,024
2259;-54,8;0,0228
2260;-54,78;0,0232
2261;-54,76;0,0224
2262;-54,74;0,0228
2263;-54,72;0,0228
2264;-54,7;0,0228
2265;-54,68;0,0228
2266;-54,66;0,0224
2267;-54,64;0,0216
2268;-54,62;0,0224
2269;-54,6;0,0216
2270;-54,58;0,0228
2271;-54,56;0,0228
2272;-54,54;0,0224
2273;-54,52;0,0224
2274;-54,5;0,0232
2275;-54,48;0,0232
