Номер отсчёта;Время, с;Напряжение 1_19.06_lmax, В
4865;-2,68;0,024
4866;-2,66;0,0228
4867;-2,64;0,0228
4868;-2,62;0,0228
4869;-2,6;0,0232
4870;-2,58;0,0228
4871;-2,56;0,0216
4872;-2,54;0,0224
4873;-2,52;0,0232
4874;-2,5;0,0232
4875;-2,48;0,0244
4876;-2,46;0,0244
4877;-2,44;0,024
4878;-2,42;0,024
4879;-2,4;0,024
4880;-2,38;0,024
4881;-2,36;0,0228
4882;-2,34;0,0224
4883;-2,32;0,0228
4884;-2,3;0,0228
4885;-2,28;0,0224
4886;-2,26;0,0232
4887;-2,24;0,024
4888;-2,22;0,024
4889;-2,2;0,0224
4890;-2,18;0,0228
4891;-2,16;0,024
4892;-2,14;0,024
4893;-2,12;0,024
4894;-2,1;0,0228
4895;-2,08;0,0228
4896;-2,06;0,0224
4897;-2,04;0,0216
4898;-2,02;0,0244
4899;-2;0,0232
4900;-1,98;0,0264
4901;-1,96;0,0232
4902;-1,94;0,0224
4903;-1,92;0,024
4904;-1,9;0,024
4905;-1,88;0,024
4906;-1,86;0,0244
4907;-1,84;0,0244
4908;-1,82;0,0248
4909;-1,8;0,024
4910;-1,78;0,0228
4911;-1,76;0,024
4912;-1,74;0,024
4913;-1,72;0,024
4914;-1,7;0,024
4915;-1,68;0,0224
4916;-1,66;0,0232
4917;-1,64;0,0232
4918;-1,62;0,0248
4919;-1,6;0,024
4920;-1,58;0,026
4921;-1,56;0,024
4922;-1,54;0,024
4923;-1,52;0,0244
4924;-1,5;0,024
4925;-1,48;0,0224
4926;-1,46;0,0256
4927;-1,44;0,0248
4928;-1,42;0,0288
4929;-1,4;0,0244
4930;-1,38;0,0232
4931;-1,36;0,0244
4932;-1,34;0,0248
4933;-1,32;0,0244
4934;-1,3;0,0244
4935;-1,28;0,0244
4936;-1,26;0,024
4937;-1,24;0,0244
4938;-1,22;0,0248
4939;-1,2;0,0248
4940;-1,18;0,0244
4941;-1,16;0,0244
4942;-1,14;0,0248
4943;-1,12;0,0256
4944;-1,1;0,0248
4945;-1,08;0,024
4946;-1,06;0,0244
4947;-1,04;0,024
4948;-1,02;0,0248
4949;-1;0,0248
4950;-0,98;0,024
4951;-0,96;0,0244
4952;-0,94;0,0196
4953;-0,92;0,026
4954;-0,9;0,0224
4955;-0,88;0,0244
4956;-0,86;0,0232
4957;-0,84;0,0232
4958;-0,82;0,0232
4959;-0,8;0,0232
4960;-0,78;0,0232
4961;-0,76;0,024
4962;-0,74;0,024
4963;-0,72;0,0232
4964;-0,7;0,0244
4965;-0,68;0,0232
4966;-0,66;0,0244
4967;-0,64;0,0244
4968;-0,62;0,0244
4969;-0,6;0,0244
4970;-0,58;0,0248
4971;-0,56;0,0232
4972;-0,54;0,0244
4973;-0,52;0,0248
4974;-0,5;0,024
4975;-0,48;0,0232
4976;-0,46;0,0232
4977;-0,44;0,0244
4978;-0,42;0,0244
4979;-0,4;0,0244
4980;-0,38;0,024
4981;-0,36;0,0244
4982;-0,34;0,0232
4983;-0,32;0,0232
4984;-0,3;0,0212
4985;-0,28;0,024
4986;-0,26;0,0244
4987;-0,24;0,0244
4988;-0,22;0,0232
4989;-0,2;0,0232
4990;-0,18;0,0244
4991;-0,16;0,024
4992;-0,14;0,0244
4993;-0,12;0,0244
4994;-0,1;0,0204
4995;-0,08;0,0228
4996;-0,06;0,0224
4997;-0,04;0,0232
4998;-0,02;0,0224
4999;0;0,0232
5000;0,02;0,0228
5001;0,04;0,0224
5002;0,06;0,0232
5003;0,08;0,0232
5004;0,1;0,0232
5005;0,12;0,0232
5006;0,14;0,0232
5007;0,16;0,024
5008;0,18;0,0212
5009;0,2;0,024
5010;0,22;0,0232
5011;0,24;0,0216
5012;0,26;0,0244
5013;0,28;0,0244
5014;0,3;0,024
5015;0,32;0,024
5016;0,34;0,024
5017;0,36;0,0232
5018;0,38;0,0232
5019;0,4;0,0228
5020;0,42;0,024
5021;0,44;0,0228
5022;0,46;0,0232
5023;0,48;0,0232
5024;0,5;0,0232
5025;0,52;0,0196
5026;0,54;0,0232
5027;0,56;0,0248
5028;0,58;0,0232
5029;0,6;0,0228
5030;0,62;0,0232
5031;0,64;0,0232
5032;0,66;0,0232
5033;0,68;0,0228
5034;0,7;0,024
5035;0,72;0,0228
5036;0,74;0,026
5037;0,76;0,0216
5038;0,78;0,0228
5039;0,8;0,0244
5040;0,82;0,0216
5041;0,84;0,0244
5042;0,86;0,024
5043;0,88;0,0232
5044;0,9;0,024
5045;0,92;0,0244
5046;0,94;0,0244
5047;0,96;0,0244
5048;0,98;0,0248
5049;1;0,0248
5050;1,02;0,0244
5051;1,04;0,0248
5052;1,06;0,0228
5053;1,08;0,024
5054;1,1;0,024
5055;1,12;0,024
5056;1,14;0,0264
5057;1,16;0,0232
5058;1,18;0,024
5059;1,2;0,024
5060;1,22;0,024
5061;1,24;0,0228
5062;1,26;0,024
5063;1,28;0,0244
5064;1,3;0,0256
5065;1,32;0,0248
5066;1,34;0,0248
5067;1,36;0,0244
5068;1,38;0,0232
5069;1,4;0,0244
5070;1,42;0,0248
5071;1,44;0,0248
5072;1,46;0,0244
5073;1,48;0,0244
5074;1,5;0,0244
5075;1,52;0,026
5076;1,54;0,0244
5077;1,56;0,024
5078;1,58;0,0244
5079;1,6;0,0244
5080;1,62;0,0244
5081;1,64;0,024
5082;1,66;0,0232
5083;1,68;0,024
5084;1,7;0,0244
5085;1,72;0,0244
5086;1,74;0,024
5087;1,76;0,024
5088;1,78;0,024
5089;1,8;0,0244
5090;1,82;0,0228
5091;1,84;0,0228
5092;1,86;0,0224
5093;1,88;0,0204
5094;1,9;0,0256
5095;1,92;0,0228
5096;1,94;0,026
5097;1,96;0,0192
5098;1,98;0,0228
5099;2;0,0228
5100;2,02;0,0232
5101;2,04;0,0228
5102;2,06;0,0228
5103;2,08;0,0228
5104;2,1;0,0232
5105;2,12;0,0232
5106;2,14;0,0232
5107;2,16;0,0228
5108;2,18;0,0232
5109;2,2;0,0228
5110;2,22;0,0276
5111;2,24;0,0244
5112;2,26;0,0248
5113;2,28;0,0244
5114;2,3;0,0248
5115;2,32;0,0244
5116;2,34;0,0248
5117;2,36;0,0224
5118;2,38;0,0244
5119;2,4;0,0244
5120;2,42;0,024
5121;2,44;0,0244
5122;2,46;0,0248
5123;2,48;0,0228
5124;2,5;0,0244
5125;2,52;0,024
5126;2,54;0,0248
5127;2,56;0,0244
5128;2,58;0,0276
5129;2,6;0,0248
5130;2,62;0,0244
5131;2,64;0,024
5132;2,66;0,0244
5133;2,68;0,0256
5134;2,7;0,0256
5135;2,72;0,0244
5136;2,74;0,0212
5137;2,76;0,0264
5138;2,78;0,0244
5139;2,8;0,024
5140;2,82;0,0264
5141;2,84;0,024
5142;2,86;0,024
5143;2,88;0,0232
5144;2,9;0,024
5145;2,92;0,0228
5146;2,94;0,0232
5147;2,96;0,0228
5148;2,98;0,0216
5149;3;0,0232
5150;3,02;0,0232
5151;3,04;0,0224
5152;3,06;0,0232
5153;3,08;0,0224
5154;3,1;0,0232
5155;3,12;0,0224
5156;3,14;0,024
5157;3,16;0,0228
5158;3,18;0,0232
5159;3,2;0,0224
5160;3,22;0,0228
5161;3,24;0,0228
5162;3,26;0,0228
5163;3,28;0,0228
5164;3,3;0,0228
5165;3,32;0,0224
5166;3,34;0,0228
5167;3,36;0,0232
5168;3,38;0,0244
5169;3,4;0,024
5170;3,42;0,0232
5171;3,44;0,024
5172;3,46;0,024
5173;3,48;0,0232
5174;3,5;0,0232
5175;3,52;0,0228
5176;3,54;0,0232
5177;3,56;0,0224
5178;3,58;0,0232
5179;3,6;0,0228
5180;3,62;0,0224
5181;3,64;0,0228
5182;3,66;0,0224
5183;3,68;0,0224
5184;3,7;0,0228
5185;3,72;0,0228
5186;3,74;0,0232
5187;3,76;0,0232
5188;3,78;0,0232
5189;3,8;0,0228
5190;3,82;0,0232
5191;3,84;0,0228
5192;3,86;0,0228
5193;3,88;0,0228
5194;3,9;0,0228
5195;3,92;0,0224
5196;3,94;0,0232
5197;3,96;0,0228
5198;3,98;0,024
5199;4;0,0232
5200;4,02;0,0232
5201;4,04;0,0232
5202;4,06;0,024
5203;4,08;0,0228
5204;4,1;0,0232
5205;4,12;0,0228
5206;4,14;0,0232
5207;4,16;0,0228
5208;4,18;0,0228
5209;4,2;0,0228
5210;4,22;0,0232
5211;4,24;0,0228
5212;4,26;0,0232
5213;4,28;0,0228
5214;4,3;0,0232
5215;4,32;0,0232
5216;4,34;0,0228
5217;4,36;0,0228
5218;4,38;0,0232
5219;4,4;0,0224
5220;4,42;0,0224
5221;4,44;0,0224
5222;4,46;0,0216
5223;4,48;0,0216
5224;4,5;0,0224
5225;4,52;0,0224
5226;4,54;0,0224
5227;4,56;0,0216
5228;4,58;0,0216
5229;4,6;0,0216
5230;4,62;0,0224
5231;4,64;0,0224
5232;4,66;0,0216
5233;4,68;0,0224
5234;4,7;0,0212
5235;4,72;0,0216
5236;4,74;0,0216
5237;4,76;0,0216
5238;4,78;0,0224
5239;4,8;0,0212
5240;4,82;0,0216
5241;4,84;0,0224
5242;4,86;0,0212
5243;4,88;0,0224
5244;4,9;0,0224
5245;4,92;0,0212
5246;4,94;0,0224
5247;4,96;0,0216
5248;4,98;0,0216
5249;5;0,0216
5250;5,02;0,0216
5251;5,04;0,0212
5252;5,06;0,0212
5253;5,08;0,0216
5254;5,1;0,0224
5255;5,12;0,0216
5256;5,14;0,0216
5257;5,16;0,0224
5258;5,18;0,0216
5259;5,2;0,0212
5260;5,22;0,0216
5261;5,24;0,0216
5262;5,26;0,0216
5263;5,28;0,0212
5264;5,3;0,0204
5265;5,32;0,0224
5266;5,34;0,0228
5267;5,36;0,0232
5268;5,38;0,0224
5269;5,4;0,0224
5270;5,42;0,0216
5271;5,44;0,0224
5272;5,46;0,0228
5273;5,48;0,0228
5274;5,5;0,0224
5275;5,52;0,0212
5276;5,54;0,0224
5277;5,56;0,0224
5278;5,58;0,0216
5279;5,6;0,0216
5280;5,62;0,0224
5281;5,64;0,0224
5282;5,66;0,0216
5283;5,68;0,0224
5284;5,7;0,0228
5285;5,72;0,0232
5286;5,74;0,0228
5287;5,76;0,0228
5288;5,78;0,0228
5289;5,8;0,0228
5290;5,82;0,0232
5291;5,84;0,0228
5292;5,86;0,0228
5293;5,88;0,0224
5294;5,9;0,0212
5295;5,92;0,0228
5296;5,94;0,0228
5297;5,96;0,0228
5298;5,98;0,0228
5299;6;0,0224
5300;6,02;0,0216
5301;6,04;0,0228
5302;6,06;0,0228
5303;6,08;0,0216
5304;6,1;0,0224
5305;6,12;0,0224
5306;6,14;0,0228
5307;6,16;0,0224
5308;6,18;0,0232
5309;6,2;0,0228
5310;6,22;0,0224
5311;6,24;0,0228
5312;6,26;0,0224
5313;6,28;0,0224
5314;6,3;0,0224
5315;6,32;0,0224
5316;6,34;0,0228
5317;6,36;0,0228
5318;6,38;0,0216
5319;6,4;0,0228
5320;6,42;0,0228
5321;6,44;0,0224
5322;6,46;0,0228
5323;6,48;0,0232
5324;6,5;0,0224
5325;6,52;0,0232
5326;6,54;0,0224
5327;6,56;0,0224
5328;6,58;0,0224
5329;6,6;0,0224
5330;6,62;0,0224
5331;6,64;0,0228
5332;6,66;0,0228
5333;6,68;0,0228
5334;6,7;0,0228
5335;6,72;0,0232
5336;6,74;0,0228
5337;6,76;0,0228
5338;6,78;0,0228
5339;6,8;0,0228
5340;6,82;0,0228
5341;6,84;0,0224
5342;6,86;0,0228
5343;6,88;0,0228
5344;6,9;0,0228
5345;6,92;0,0228
5346;6,94;0,0232
5347;6,96;0,0224
5348;6,98;0,0228
5349;7;0,0224
5350;7,02;0,0228
5351;7,04;0,0224
5352;7,06;0,0216
5353;7,08;0,0228
5354;7,1;0,0228
5355;7,12;0,0228
5356;7,14;0,0228
5357;7,16;0,0228
5358;7,18;0,0232
5359;7,2;0,0228
5360;7,22;0,0232
5361;7,24;0,0228
5362;7,26;0,0228
5363;7,28;0,0228
5364;7,3;0,0232
5365;7,32;0,0232
5366;7,34;0,0228
5367;7,36;0,0228
5368;7,38;0,0228
5369;7,4;0,0232
5370;7,42;0,0228
5371;7,44;0,0232
5372;7,46;0,024
5373;7,48;0,0228
5374;7,5;0,024
5375;7,52;0,0224
5376;7,54;0,0224
5377;7,56;0,0228
5378;7,58;0,0224
5379;7,6;0,0224
5380;7,62;0,0224
5381;7,64;0,0216
5382;7,66;0,0224
5383;7,68;0,0216
5384;7,7;0,0224
5385;7,72;0,0224
5386;7,74;0,0216
5387;7,76;0,0224
5388;7,78;0,0228
5389;7,8;0,0224
5390;7,82;0,0224
5391;7,84;0,0224
5392;7,86;0,0228
5393;7,88;0,0228
5394;7,9;0,0228
5395;7,92;0,0224
5396;7,94;0,0228
5397;7,96;0,0224
5398;7,98;0,0228
5399;8;0,0224
5400;8,02;0,0232
5401;8,04;0,0228
5402;8,06;0,0228
5403;8,08;0,0228
5404;8,1;0,0232
5405;8,12;0,0232
5406;8,14;0,0232
5407;8,16;0,0228
5408;8,18;0,0232
5409;8,2;0,0232
5410;8,22;0,0232
5411;8,24;0,0232
5412;8,26;0,024
5413;8,28;0,0228
5414;8,3;0,0224
5415;8,32;0,0232
5416;8,34;0,0228
5417;8,36;0,0224
5418;8,38;0,0212
5419;8,4;0,0232
5420;8,42;0,0232
5421;8,44;0,0232
5422;8,46;0,0232
5423;8,48;0,0228
5424;8,5;0,0232
5425;8,52;0,0232
5426;8,54;0,0232
5427;8,56;0,0232
5428;8,58;0,0232
5429;8,6;0,0228
5430;8,62;0,0224
5431;8,64;0,0232
5432;8,66;0,0232
5433;8,68;0,0228
5434;8,7;0,0232
5435;8,72;0,0224
5436;8,74;0,0232
5437;8,76;0,0232
5438;8,78;0,0224
5439;8,8;0,0232
5440;8,82;0,0224
5441;8,84;0,024
5442;8,86;0,0232
5443;8,88;0,0232
5444;8,9;0,0232
5445;8,92;0,024
5446;8,94;0,0232
5447;8,96;0,0228
5448;8,98;0,0232
5449;9;0,0228
5450;9,02;0,0232
5451;9,04;0,0216
5452;9,06;0,0232
5453;9,08;0,0224
5454;9,1;0,0248
5455;9,12;0,0228
5456;9,14;0,0224
5457;9,16;0,0232
5458;9,18;0,0232
5459;9,2;0,0228
5460;9,22;0,024
5461;9,24;0,0232
5462;9,26;0,024
5463;9,28;0,0232
5464;9,3;0,0228
5465;9,32;0,0228
5466;9,34;0,0232
5467;9,36;0,0228
5468;9,38;0,0232
5469;9,4;0,0232
5470;9,42;0,0228
5471;9,44;0,0232
5472;9,46;0,0232
5473;9,48;0,0232
5474;9,5;0,0228
5475;9,52;0,0228
5476;9,54;0,0232
5477;9,56;0,0232
5478;9,58;0,0228
5479;9,6;0,0224
5480;9,62;0,0228
5481;9,64;0,0228
5482;9,66;0,024
5483;9,68;0,0228
5484;9,7;0,0232
5485;9,72;0,0232
5486;9,74;0,0232
5487;9,76;0,0228
5488;9,78;0,0244
5489;9,8;0,0228
5490;9,82;0,0232
5491;9,84;0,0228
5492;9,86;0,0232
5493;9,88;0,0224
5494;9,9;0,0228
5495;9,92;0,0224
5496;9,94;0,0224
5497;9,96;0,0224
5498;9,98;0,0228
5499;10;0,0224
5500;10,02;0,0232
5501;10,04;0,0228
5502;10,06;0,0232
5503;10,08;0,0224
5504;10,1;0,0232
5505;10,12;0,0228
5506;10,14;0,0232
5507;10,16;0,0228
5508;10,18;0,0228
5509;10,2;0,0228
5510;10,22;0,0224
5511;10,24;0,0224
5512;10,26;0,0232
5513;10,28;0,0232
5514;10,3;0,0228
5515;10,32;0,0228
5516;10,34;0,0232
5517;10,36;0,0216
5518;10,38;0,0232
5519;10,4;0,0232
5520;10,42;0,0232
5521;10,44;0,0232
5522;10,46;0,0224
5523;10,48;0,0228
5524;10,5;0,0228
5525;10,52;0,0224
5526;10,54;0,0228
5527;10,56;0,0232
5528;10,58;0,0228
5529;10,6;0,0224
5530;10,62;0,0232
5531;10,64;0,0232
5532;10,66;0,0232
5533;10,68;0,0228
5534;10,7;0,0228
5535;10,72;0,0232
5536;10,74;0,0228
5537;10,76;0,0232
5538;10,78;0,0228
5539;10,8;0,0232
5540;10,82;0,0228
5541;10,84;0,0224
5542;10,86;0,0228
5543;10,88;0,0216
5544;10,9;0,0228
5545;10,92;0,0224
5546;10,94;0,0224
5547;10,96;0,0228
5548;10,98;0,0232
5549;11;0,0228
5550;11,02;0,0232
5551;11,04;0,0228
5552;11,06;0,0232
5553;11,08;0,0228
5554;11,1;0,0228
5555;11,12;0,0228
5556;11,14;0,0232
5557;11,16;0,0228
5558;11,18;0,0232
5559;11,2;0,0232
5560;11,22;0,024
5561;11,24;0,0232
5562;11,26;0,0228
5563;11,28;0,0232
5564;11,3;0,0228
5565;11,32;0,0228
5566;11,34;0,0228
5567;11,36;0,0224
5568;11,38;0,0228
5569;11,4;0,0228
5570;11,42;0,0232
5571;11,44;0,0224
5572;11,46;0,0228
5573;11,48;0,0228
5574;11,5;0,0232
5575;11,52;0,0216
5576;11,54;0,0232
5577;11,56;0,0228
5578;11,58;0,0228
5579;11,6;0,0228
5580;11,62;0,0232
5581;11,64;0,0224
5582;11,66;0,0224
5583;11,68;0,0228
5584;11,7;0,0224
5585;11,72;0,0228
5586;11,74;0,0224
5587;11,76;0,0228
5588;11,78;0,0224
5589;11,8;0,0224
5590;11,82;0,0232
5591;11,84;0,0228
5592;11,86;0,0232
5593;11,88;0,0224
5594;11,9;0,0224
5595;11,92;0,0232
5596;11,94;0,0228
5597;11,96;0,0228
5598;11,98;0,0228
5599;12;0,0228
5600;12,02;0,0232
5601;12,04;0,0228
5602;12,06;0,0232
5603;12,08;0,0228
5604;12,1;0,0232
5605;12,12;0,0228
5606;12,14;0,0228
5607;12,16;0,0228
5608;12,18;0,0228
5609;12,2;0,0232
5610;12,22;0,024
5611;12,24;0,0228
5612;12,26;0,0228
5613;12,28;0,0228
5614;12,3;0,0232
5615;12,32;0,0228
5616;12,34;0,0228
5617;12,36;0,0228
5618;12,38;0,0216
5619;12,4;0,0216
5620;12,42;0,0232
5621;12,44;0,0224
5622;12,46;0,0224
5623;12,48;0,0224
5624;12,5;0,0224
5625;12,52;0,0216
5626;12,54;0,0228
5627;12,56;0,0224
5628;12,58;0,024
5629;12,6;0,0216
5630;12,62;0,0224
5631;12,64;0,0228
5632;12,66;0,0228
5633;12,68;0,0228
5634;12,7;0,0224
5635;12,72;0,0232
5636;12,74;0,0232
5637;12,76;0,0228
5638;12,78;0,0224
5639;12,8;0,0224
5640;12,82;0,0228
5641;12,84;0,0216
5642;12,86;0,0232
5643;12,88;0,0228
5644;12,9;0,0228
5645;12,92;0,0224
5646;12,94;0,0228
5647;12,96;0,0228
5648;12,98;0,0232
5649;13;0,0224
5650;13,02;0,0228
5651;13,04;0,024
5652;13,06;0,0232
5653;13,08;0,0232
5654;13,1;0,0232
5655;13,12;0,0228
5656;13,14;0,0232
5657;13,16;0,0232
5658;13,18;0,0228
5659;13,2;0,0228
5660;13,22;0,0228
5661;13,24;0,0228
5662;13,26;0,0232
5663;13,28;0,0224
5664;13,3;0,0232
5665;13,32;0,0228
5666;13,34;0,0224
5667;13,36;0,0216
5668;13,38;0,0216
5669;13,4;0,0224
5670;13,42;0,0232
5671;13,44;0,0224
5672;13,46;0,024
5673;13,48;0,0228
5674;13,5;0,0232
5675;13,52;0,0228
5676;13,54;0,0228
5677;13,56;0,0224
5678;13,58;0,0228
5679;13,6;0,0228
5680;13,62;0,0228
5681;13,64;0,0224
5682;13,66;0,0232
5683;13,68;0,0224
5684;13,7;0,0228
5685;13,72;0,0224
5686;13,74;0,0224
5687;13,76;0,0224
5688;13,78;0,0224
5689;13,8;0,0228
5690;13,82;0,0228
5691;13,84;0,0228
5692;13,86;0,0224
5693;13,88;0,0228
5694;13,9;0,0228
5695;13,92;0,0228
5696;13,94;0,0232
5697;13,96;0,024
5698;13,98;0,0232
5699;14;0,0228
5700;14,02;0,0228
5701;14,04;0,0228
5702;14,06;0,0228
5703;14,08;0,0228
5704;14,1;0,0228
5705;14,12;0,0228
5706;14,14;0,0228
5707;14,16;0,0232
5708;14,18;0,0232
5709;14,2;0,0228
5710;14,22;0,0224
5711;14,24;0,0232
5712;14,26;0,0228
5713;14,28;0,0228
5714;14,3;0,0232
5715;14,32;0,0224
5716;14,34;0,0228
5717;14,36;0,0232
5718;14,38;0,0232
5719;14,4;0,0224
5720;14,42;0,0232
5721;14,44;0,0232
5722;14,46;0,0228
5723;14,48;0,0212
5724;14,5;0,0224
5725;14,52;0,0228
5726;14,54;0,0224
5727;14,56;0,0232
5728;14,58;0,0228
5729;14,6;0,0228
5730;14,62;0,0228
5731;14,64;0,0232
5732;14,66;0,0232
5733;14,68;0,0228
5734;14,7;0,0224
5735;14,72;0,0224
5736;14,74;0,0228
5737;14,76;0,0228
5738;14,78;0,0224
5739;14,8;0,0232
5740;14,82;0,0228
5741;14,84;0,0228
5742;14,86;0,0232
5743;14,88;0,0232
5744;14,9;0,0228
5745;14,92;0,0228
5746;14,94;0,0228
5747;14,96;0,0244
5748;14,98;0,024
5749;15;0,0228
5750;15,02;0,0232
5751;15,04;0,0232
5752;15,06;0,024
5753;15,08;0,0228
5754;15,1;0,0232
5755;15,12;0,0228
5756;15,14;0,0228
5757;15,16;0,0228
5758;15,18;0,0228
5759;15,2;0,0228
5760;15,22;0,0228
5761;15,24;0,0228
5762;15,26;0,0228
5763;15,28;0,0232
5764;15,3;0,0228
5765;15,32;0,0228
5766;15,34;0,0228
5767;15,36;0,0228
5768;15,38;0,0224
5769;15,4;0,0224
5770;15,42;0,0232
5771;15,44;0,0232
5772;15,46;0,0228
5773;15,48;0,0228
5774;15,5;0,0232
5775;15,52;0,0224
5776;15,54;0,0228
5777;15,56;0,0232
5778;15,58;0,0228
5779;15,6;0,0224
5780;15,62;0,024
5781;15,64;0,0228
5782;15,66;0,0232
5783;15,68;0,0232
5784;15,7;0,0232
5785;15,72;0,0228
5786;15,74;0,0228
5787;15,76;0,0224
5788;15,78;0,0232
5789;15,8;0,0256
5790;15,82;0,024
5791;15,84;0,0232
5792;15,86;0,0232
5793;15,88;0,0232
5794;15,9;0,0232
5795;15,92;0,0228
5796;15,94;0,0232
5797;15,96;0,0232
5798;15,98;0,0228
5799;16;0,0228
5800;16,02;0,0224
5801;16,04;0,0216
5802;16,06;0,024
5803;16,08;0,0232
5804;16,1;0,024
5805;16,12;0,0228
5806;16,14;0,0232
5807;16,16;0,0228
5808;16,18;0,0232
5809;16,2;0,024
5810;16,22;0,0232
5811;16,24;0,0228
5812;16,26;0,0232
5813;16,28;0,024
5814;16,3;0,024
5815;16,32;0,0228
5816;16,34;0,0228
5817;16,36;0,0232
5818;16,38;0,0232
5819;16,4;0,0224
5820;16,42;0,0224
5821;16,44;0,0224
5822;16,46;0,024
5823;16,48;0,0224
5824;16,5;0,0232
5825;16,52;0,0232
5826;16,54;0,0232
5827;16,56;0,0228
5828;16,58;0,0232
5829;16,6;0,0228
5830;16,62;0,0232
5831;16,64;0,0228
5832;16,66;0,0228
5833;16,68;0,0232
5834;16,7;0,0232
5835;16,72;0,0228
5836;16,74;0,0232
5837;16,76;0,0228
5838;16,78;0,0228
5839;16,8;0,0244
5840;16,82;0,0232
5841;16,84;0,0228
5842;16,86;0,0232
5843;16,88;0,0228
5844;16,9;0,0224
5845;16,92;0,0228
5846;16,94;0,0232
5847;16,96;0,0228
5848;16,98;0,0228
5849;17;0,0228
5850;17,02;0,0232
5851;17,04;0,0224
5852;17,06;0,0232
5853;17,08;0,0228
5854;17,1;0,0228
5855;17,12;0,0228
5856;17,14;0,0228
5857;17,16;0,0228
5858;17,18;0,0228
5859;17,2;0,0232
5860;17,22;0,0232
5861;17,24;0,0228
5862;17,26;0,0232
5863;17,28;0,0232
5864;17,3;0,0232
5865;17,32;0,0228
5866;17,34;0,0224
5867;17,36;0,0232
5868;17,38;0,024
5869;17,4;0,0232
5870;17,42;0,0232
5871;17,44;0,0228
5872;17,46;0,0232
5873;17,48;0,0228
5874;17,5;0,0232
5875;17,52;0,0232
5876;17,54;0,0232
5877;17,56;0,0228
5878;17,58;0,024
5879;17,6;0,0232
5880;17,62;0,024
5881;17,64;0,0232
5882;17,66;0,024
5883;17,68;0,0232
5884;17,7;0,0232
5885;17,72;0,0228
5886;17,74;0,0232
5887;17,76;0,0232
5888;17,78;0,024
5889;17,8;0,024
5890;17,82;0,0244
5891;17,84;0,0232
5892;17,86;0,0244
5893;17,88;0,0232
5894;17,9;0,024
5895;17,92;0,024
5896;17,94;0,024
5897;17,96;0,024
5898;17,98;0,0232
5899;18;0,0248
5900;18,02;0,0244
5901;18,04;0,0232
5902;18,06;0,0248
5903;18,08;0,0232
5904;18,1;0,024
5905;18,12;0,0232
5906;18,14;0,0256
5907;18,16;0,0244
5908;18,18;0,0248
5909;18,2;0,024
5910;18,22;0,024
5911;18,24;0,024
5912;18,26;0,0244
5913;18,28;0,024
5914;18,3;0,0244
5915;18,32;0,024
5916;18,34;0,0244
5917;18,36;0,0244
5918;18,38;0,0248
5919;18,4;0,024
5920;18,42;0,0244
5921;18,44;0,024
5922;18,46;0,0244
5923;18,48;0,024
5924;18,5;0,024
5925;18,52;0,024
5926;18,54;0,024
5927;18,56;0,024
5928;18,58;0,0248
5929;18,6;0,0244
5930;18,62;0,0232
5931;18,64;0,024
5932;18,66;0,024
5933;18,68;0,0228
5934;18,7;0,0248
5935;18,72;0,0292
5936;18,74;0,028
5937;18,76;0,0248
5938;18,78;0,0256
5939;18,8;0,0248
5940;18,82;0,0248
5941;18,84;0,0244
5942;18,86;0,024
5943;18,88;0,0244
5944;18,9;0,0244
5945;18,92;0,0232
5946;18,94;0,0248
5947;18,96;0,0232
5948;18,98;0,0228
5949;19;0,0224
5950;19,02;0,024
5951;19,04;0,0244
5952;19,06;0,024
5953;19,08;0,0248
5954;19,1;0,0264
5955;19,12;0,0264
5956;19,14;0,0276
5957;19,16;0,0276
5958;19,18;0,028
5959;19,2;0,0272
5960;19,22;0,0276
5961;19,24;0,028
5962;19,26;0,0308
5963;19,28;0,0288
5964;19,3;0,0296
5965;19,32;0,0308
5966;19,34;0,0312
5967;19,36;0,0328
5968;19,38;0,0336
5969;19,4;0,0344
5970;19,42;0,0344
5971;19,44;0,0372
5972;19,46;0,0376
5973;19,48;0,0384
5974;19,5;0,0392
5975;19,52;0,0404
5976;19,54;0,0416
5977;19,56;0,0424
5978;19,58;0,0432
5979;19,6;0,0436
5980;19,62;0,0452
5981;19,64;0,0456
5982;19,66;0,0464
5983;19,68;0,048
5984;19,7;0,0488
5985;19,72;0,0532
5986;19,74;0,0516
5987;19,76;0,0524
5988;19,78;0,0532
5989;19,8;0,052
5990;19,82;0,0548
5991;19,84;0,0556
5992;19,86;0,0516
5993;19,88;0,0572
5994;19,9;0,0568
5995;19,92;0,058
5996;19,94;0,0584
5997;19,96;0,0596
5998;19,98;0,0612
5999;20;0,0596
6000;20,02;0,06
6001;20,04;0,0604
6002;20,06;0,0612
6003;20,08;0,0616
6004;20,1;0,0612
6005;20,12;0,0588
6006;20,14;0,0596
6007;20,16;0,0584
6008;20,18;0,058
6009;20,2;0,0564
6010;20,22;0,0612
6011;20,24;0,0556
6012;20,26;0,0556
6013;20,28;0,0556
6014;20,3;0,0564
6015;20,32;0,0536
6016;20,34;0,054
6017;20,36;0,0532
6018;20,38;0,052
6019;20,4;0,0512
6020;20,42;0,0512
6021;20,44;0,0504
6022;20,46;0,0496
6023;20,48;0,0488
6024;20,5;0,0496
6025;20,52;0,05
6026;20,54;0,0496
6027;20,56;0,05
6028;20,58;0,0512
6029;20,6;0,0516
6030;20,62;0,052
6031;20,64;0,0512
6032;20,66;0,052
